date,home_team,away_team,home_score,away_score,H_rank,A_rank,Rank_diff,Rank_value,H_attack,H_defence,A_attack,A_defence
19/11/2013,United Arab Emirates,Vietnam,5,0,86,142,-56,-0.28,1.759909839,0.601796145,1.409019182,1.217076566
31/12/2013,Iraq,Oman,0,0,100,98,2,0.01,1.218503112,0.845933154,1.117731563,0.911961449
31/12/2013,Qatar,Saudi Arabia,4,1,105,105,0,0,1.495109412,0.855745034,1.399293865,0.727026106
05/03/2014,Iraq,China PR,3,1,100,95,5,0.025,1.207505432,0.861372893,1.408215919,0.767884594
08/09/2014,Australia,Saudi Arabia,3,2,74,84,-10,-0.05,1.858685886,0.627444729,1.347828067,0.763685039
09/10/2014,Qatar,Lebanon,5,0,96,121,-25,-0.125,1.586756744,0.727080539,0.542370333,1.09741805
10/10/2014,United Arab Emirates,Australia,0,0,70,74,-4,-0.02,1.569283389,0.869418295,2.261064061,0.522334247
14/10/2014,Qatar,Australia,1,0,96,74,22,0.11,1.41445976,0.96896979,2.394875136,0.427021022
14/10/2014,Saudi Arabia,Lebanon,1,1,84,121,-37,-0.185,1.444923679,0.739100438,0.480611376,1.141408769
06/11/2014,United Arab Emirates,Lebanon,3,2,70,121,-51,-0.255,1.741580373,0.627529044,0.408559258,1.192731275
13/11/2014,Saudi Arabia,Qatar,1,1,84,96,-12,-0.06,1.353276347,0.867764933,1.368842785,0.837345089
14/11/2014,United Arab Emirates,Oman,0,0,70,81,-11,-0.055,1.594944642,0.833392236,1.050826025,0.959618062
17/11/2014,Iraq,Oman,1,1,100,81,19,0.095,1.156182927,0.93342501,1.20522342,0.849641263
18/11/2014,Iran,South Korea,1,0,44,60,-16,-0.08,2.09427222,0.433007249,1.17204191,0.911940561
18/11/2014,Japan,Australia,2,1,49,74,-25,-0.125,1.962857499,0.862095439,2.152985885,0.599318006
20/11/2014,United Arab Emirates,Iraq,2,0,70,100,-30,-0.15,1.664596614,0.73560722,0.945144802,0.7727164
23/11/2014,Oman,Qatar,1,3,81,96,-15,-0.075,1.069766019,0.65049184,1.353403045,0.848342769
23/11/2014,Saudi Arabia,United Arab Emirates,3,2,84,70,14,0.07,1.257963122,1.001576008,1.690365545,0.85904099
25/11/2014,United Arab Emirates,Oman,1,0,70,81,-11,-0.055,1.594944642,0.833392236,1.050826025,0.959618062
26/11/2014,Saudi Arabia,Qatar,1,2,84,96,-12,-0.06,1.353276347,0.867764933,1.368842785,0.837345089
31/12/2014,Qatar,Oman,2,2,96,81,15,0.075,1.440121013,0.932943731,1.1846371,0.864304837
04/01/2015,Iran,Iraq,1,0,42,90,-48,-0.24,2.211580805,0.268316695,0.852506366,0.838702479
04/01/2015,South Korea,Saudi Arabia,2,0,56,93,-37,-0.185,1.521589042,0.457664374,1.208870413,0.862664157
05/01/2015,China PR,Oman,4,1,83,98,-15,-0.075,1.549276323,0.760958585,1.030239706,0.974281635
10/01/2015,South Korea,Oman,1,0,56,98,-42,-0.21,1.539918508,0.431931475,0.891282051,1.073260753
10/01/2015,Saudi Arabia,China PR,0,1,93,83,10,0.05,1.272626696,0.980989689,1.433948819,0.749555128
11/01/2015,United Arab Emirates,Qatar,4,1,70,96,-26,-0.13,1.649933041,0.756193539,1.296790667,0.888667595
13/01/2015,Australia,Oman,4,0,65,98,-33,-0.165,1.943001431,0.509073394,0.93760127,1.040267714
15/01/2015,Qatar,Iran,0,1,96,42,54,0.27,1.297151175,1.133660344,2.291794363,0.251866348
16/01/2015,Iraq,Japan,0,1,90,53,37,0.185,1.090196848,1.026063447,1.914527687,0.371477185
17/01/2015,Australia,South Korea,0,1,65,56,9,0.045,1.789033914,0.725229746,1.300706405,0.820293229
19/01/2015,Iran,United Arab Emirates,1,0,42,70,-28,-0.14,2.138262939,0.371248291,1.474209193,1.013008507
22/01/2015,Australia,China PR,2,0,65,83,-18,-0.09,1.888013032,0.586272091,1.289844584,0.852200139
23/01/2015,Iran,Iraq,3,3,42,90,-48,-0.24,2.211580805,0.268316695,0.852506366,0.838702479
23/01/2015,Japan,United Arab Emirates,1,1,53,70,-17,-0.085,1.933530353,0.903268077,1.530821571,0.972683681
26/01/2015,South Korea,Iraq,2,0,56,90,-34,-0.17,1.510591362,0.473104114,0.924558483,0.787379973
27/01/2015,Australia,United Arab Emirates,2,0,65,70,-5,-0.025,1.84035642,0.653177628,1.592580528,0.928692962
30/01/2015,Iraq,United Arab Emirates,2,3,90,70,20,0.1,1.152517033,0.93857159,1.721245023,0.83704563
31/01/2015,Australia,South Korea,2,1,65,56,9,0.045,1.789033914,0.725229746,1.300706405,0.820293229
24/05/2015,Lebanon,Syria,2,2,135,130,5,0.025,0.94566469,1.183713355,1.24665313,1.055650305
05/06/2015,Oman,Syria,1,2,98,130,-32,-0.16,1.132086204,0.562999984,1.056229677,1.191288356
11/06/2015,Japan,Iraq,4,0,53,90,-37,-0.185,2.006848219,0.800336481,0.909118743,0.798377653
11/06/2015,South Korea,United Arab Emirates,3,0,56,70,-14,-0.07,1.437273497,0.57603571,1.54626131,0.961686002
02/08/2015,China PR,South Korea,0,2,83,56,27,0.135,1.395308805,0.977114937,1.393344841,0.75430715
05/08/2015,Japan,South Korea,1,1,53,56,-3,-0.015,1.882207847,0.975320194,1.238947447,0.864283948
09/08/2015,China PR,Japan,1,1,83,53,30,0.15,1.384311125,0.992554677,1.878501629,0.397138438
26/08/2015,Lebanon,Iraq,2,3,135,90,45,0.225,0.799028959,1.389576547,1.331138287,0.497774405
08/09/2015,Lebanon,South Korea,0,3,135,56,79,0.395,0.674388588,1.564560261,1.660966991,0.5636807
02/10/2015,Oman,Syria,2,1,98,130,-32,-0.16,1.132086204,0.562999984,1.056229677,1.191288356
08/10/2015,Oman,Iran,1,1,98,42,56,0.28,0.809487597,1.015899007,2.302087523,0.244534562
08/10/2015,Qatar,China PR,1,0,96,83,13,0.065,1.4474528,0.922650572,1.449388558,0.738557448
