,0
,6
,1
,8
,10
,5
,10
,1
,6
,1
,7
,0
,0
,8
,8
,7
,3
,8
,1
,2
,5
,7
,2
,8
,7
,12
,5
,4
,4
,8
,5
,6
,8
,1
,3
,5
,9
,7
,7
,5
